#heuristic2.csv
#
#
#
group,number,graphname,n_vertices,n_edges,duration,studentDfvsLen,studentDfvs,goodDfvsLen
h2,90465,acyc_0500-15.txt,500,7414,200,0,,0
h2,90466,acyc_0500-15.txt,500,7414,500,0,,0
h2,90467,acyc_0500-15.txt,500,7414,300,0,,0
h2,90468,acyc_0500-15.txt,500,7414,400,0,,0
h2,90469,acyc_0500-15.txt,500,7414,200,0,,0
h2,90470,acyc_0500-15.txt,500,7414,400,0,,0
h2,90471,acyc_0500-15.txt,500,7414,300,0,,0
h2,90472,acyc_0500-15.txt,500,7414,400,0,,0
h2,90473,acyc_0500-15.txt,500,7414,500,0,,0
h2,90474,acyc_0500-15.txt,500,7414,200,0,,0
h2,90475,acyc_0500-15.txt,500,7414,700,0,,0
h2,90476,acyc_0500-15.txt,500,7414,300,0,,0
h2,90477,acyc_0500-15.txt,500,7414,100,0,,0
h2,90478,acyc_0500-15.txt,500,7414,400,0,,0
h2,90479,acyc_0500-15.txt,500,7414,200,0,,0
h2,90480,acyc_0500-15.txt,500,7414,300,0,,0
h2,90481,acyc_0500-15.txt,500,7414,300,0,,0
h2,90482,acyc_0500-15.txt,500,7414,200,0,,0
h2,90483,acyc_0500-15.txt,500,7414,300,0,,0
h2,90484,acyc_0500-15.txt,500,7414,300,0,,0
h2,90485,acyc_0500-15.txt,500,7414,300,0,,0
h2,90486,acyc_0500-15.txt,500,7414,300,0,,0
h2,90487,acyc_0500-15.txt,500,7414,300,0,,0
h2,90488,acyc_0500-15.txt,500,7414,200,0,,0
h2,90489,acyc_0500-15.txt,500,7414,300,0,,0
h2,90490,acyc_0500-15.txt,500,7414,100,0,,0
h2,90491,acyc_0500-15.txt,500,7414,200,0,,0
h2,90492,acyc_0500-15.txt,500,7414,400,0,,0
h2,90493,acyc_0500-15.txt,500,7414,300,0,,0
h2,90494,acyc_0500-15.txt,500,7414,300,0,,0
h2,90495,acyc_0500-15.txt,500,7414,300,0,,0
h2,90496,acyc_0500-15.txt,500,7414,200,0,,0
h2,90497,acyc_0500-15.txt,500,7414,100,0,,0
h2,90498,acyc_0500-15.txt,500,7414,300,0,,0
h2,90499,acyc_0500-15.txt,500,7414,200,0,,0
h2,90500,acyc_0500-15.txt,500,7414,300,0,,0
h2,90501,acyc_0500-15.txt,500,7414,200,0,,0
h2,90502,acyc_0500-15.txt,500,7414,200,0,,0
h2,90503,acyc_0500-15.txt,500,7414,200,0,,0
h2,90504,acyc_0500-15.txt,500,7414,300,0,,0
h2,90505,acyc_0500-15.txt,500,7414,200,0,,0
h2,90506,acyc_0500-15.txt,500,7414,300,0,,0
h2,90507,acyc_0500-15.txt,500,7414,200,0,,0
h2,90508,acyc_0500-15.txt,500,7414,300,0,,0
h2,90509,acyc_0500-15.txt,500,7414,400,0,,0
h2,90510,acyc_0500-15.txt,500,7414,300,0,,0
h2,90511,acyc_0500-15.txt,500,7414,600,0,,0
h2,90512,acyc_0500-15.txt,500,7414,200,0,,0
h2,90513,acyc_0500-15.txt,500,7414,300,0,,0
h2,90514,acyc_0500-15.txt,500,7414,200,0,,0
h2,90515,acyc_0500-15.txt,500,7414,200,0,,0
h2,90516,acyc_0500-15.txt,500,7414,200,0,,0
h2,90517,acyc_0500-15.txt,500,7414,200,0,,0
h2,90518,acyc_0500-15.txt,500,7414,400,0,,0
h2,90519,acyc_0500-15.txt,500,7414,300,0,,0
h2,90520,acyc_0500-15.txt,500,7414,300,0,,0
h2,90521,acyc_0500-15.txt,500,7414,200,0,,0
h2,90522,acyc_0500-15.txt,500,7414,200,0,,0
h2,90523,acyc_0500-15.txt,500,7414,300,0,,0
h2,90524,acyc_0500-15.txt,500,7414,300,0,,0
h2,90525,acyc_0500-15.txt,500,7414,200,0,,0
h2,90526,acyc_0500-15.txt,500,7414,300,0,,0
h2,90527,acyc_0500-15.txt,500,7414,300,0,,0
h2,90528,acyc_0500-15.txt,500,7414,300,0,,0
h2,90529,acyc_0500-15.txt,500,7414,300,0,,0
h2,90530,acyc_0500-15.txt,500,7414,100,0,,0
h2,90531,acyc_0500-15.txt,500,7414,400,0,,0
h2,90532,acyc_0500-15.txt,500,7414,400,0,,0
h2,90533,acyc_0500-15.txt,500,7414,200,0,,0
h2,90534,acyc_0500-15.txt,500,7414,200,0,,0
h2,90535,acyc_0500-15.txt,500,7414,100,0,,0
h2,90536,acyc_0500-15.txt,500,7414,300,0,,0
h2,90537,acyc_0500-15.txt,500,7414,100,0,,0
h2,90538,acyc_0500-15.txt,500,7414,200,0,,0
h2,90539,acyc_0500-15.txt,500,7414,400,0,,0
h2,90540,acyc_0500-15.txt,500,7414,100,0,,0
h2,90541,acyc_0500-15.txt,500,7414,200,0,,0
h2,90542,acyc_0500-15.txt,500,7414,200,0,,0
h2,90543,acyc_0500-15.txt,500,7414,200,0,,0
h2,90544,acyc_0500-15.txt,500,7414,100,0,,0
h2,90545,acyc_0500-15.txt,500,7414,100,0,,0
h2,90546,acyc_0500-15.txt,500,7414,200,0,,0
h2,90547,acyc_0500-15.txt,500,7414,200,0,,0
h2,90548,acyc_0500-15.txt,500,7414,200,0,,0
h2,90549,acyc_0500-15.txt,500,7414,200,0,,0
h2,90550,acyc_0500-15.txt,500,7414,100,0,,0
h2,90551,acyc_0500-15.txt,500,7414,200,0,,0
h2,90552,acyc_0500-15.txt,500,7414,200,0,,0
h2,90553,acyc_0500-15.txt,500,7414,200,0,,0
h2,90554,acyc_0500-15.txt,500,7414,100,0,,0
h2,90555,acyc_0500-15.txt,500,7414,200,0,,0
h2,90556,acyc_0500-15.txt,500,7414,200,0,,0
h2,90557,acyc_0500-15.txt,500,7414,200,0,,0
h2,90558,acyc_0500-15.txt,500,7414,300,0,,0
h2,90559,acyc_0500-15.txt,500,7414,200,0,,0
h2,90560,acyc_0500-15.txt,500,7414,200,0,,0
h2,90561,acyc_0500-15.txt,500,7414,200,0,,0
h2,90562,acyc_0500-15.txt,500,7414,200,0,,0
h2,90563,acyc_0500-15.txt,500,7414,100,0,,0
h2,90564,acyc_0500-15.txt,500,7414,300,0,,0
h2,90565,acyc_0500-15.txt,500,7414,200,0,,0
h2,90566,acyc_0500-15.txt,500,7414,200,0,,0
h2,90567,acyc_0500-15.txt,500,7414,200,0,,0
h2,90568,acyc_0500-15.txt,500,7414,200,0,,0
h2,90569,acyc_0500-15.txt,500,7414,300,0,,0
h2,90570,acyc_0500-15.txt,500,7414,400,0,,0
h2,90571,acyc_0500-15.txt,500,7414,300,0,,0
h2,90572,acyc_0500-15.txt,500,7414,200,0,,0
h2,90573,acyc_0500-15.txt,500,7414,100,0,,0
h2,90574,acyc_0500-15.txt,500,7414,200,0,,0
h2,90575,acyc_0500-15.txt,500,7414,200,0,,0
h2,90576,acyc_0500-15.txt,500,7414,200,0,,0
h2,90577,acyc_0500-15.txt,500,7414,200,0,,0
h2,90578,acyc_0500-15.txt,500,7414,100,0,,0
h2,90579,acyc_0500-15.txt,500,7414,300,0,,0
h2,90580,acyc_0500-15.txt,500,7414,200,0,,0
h2,90581,acyc_0500-15.txt,500,7414,100,0,,0
h2,90582,acyc_0500-15.txt,500,7414,100,0,,0
h2,90583,acyc_0500-15.txt,500,7414,300,0,,0
h2,90584,acyc_0500-15.txt,500,7414,200,0,,0
h2,90585,acyc_0500-15.txt,500,7414,500,0,,0
h2,90586,acyc_0500-15.txt,500,7414,200,0,,0
h2,90587,acyc_0500-15.txt,500,7414,200,0,,0
h2,90588,acyc_0500-15.txt,500,7414,200,0,,0
h2,90589,acyc_0500-15.txt,500,7414,200,0,,0
h2,90590,acyc_0500-15.txt,500,7414,700,0,,0
h2,90591,acyc_0500-15.txt,500,7414,400,0,,0
h2,90592,acyc_0500-15.txt,500,7414,400,0,,0
h2,90593,acyc_0500-15.txt,500,7414,300,0,,0
h2,90594,acyc_0500-15.txt,500,7414,400,0,,0
h2,90595,acyc_0500-15.txt,500,7414,400,0,,0
h2,90596,acyc_0500-15.txt,500,7414,200,0,,0
h2,90597,acyc_0500-15.txt,500,7414,300,0,,0
h2,90598,acyc_0500-15.txt,500,7414,700,0,,0
h2,90599,acyc_0500-15.txt,500,7414,300,0,,0
h2,90600,acyc_0500-15.txt,500,7414,300,0,,0
h2,90601,acyc_0500-15.txt,500,7414,200,0,,0
h2,90602,acyc_0500-15.txt,500,7414,500,0,,0
h2,90603,acyc_0500-15.txt,500,7414,200,0,,0
h2,90604,acyc_0500-15.txt,500,7414,300,0,,0
h2,90605,acyc_0500-15.txt,500,7414,200,0,,0
h2,90606,acyc_0500-15.txt,500,7414,400,0,,0
h2,90607,acyc_0500-15.txt,500,7414,200,0,,0
h2,90608,acyc_0500-15.txt,500,7414,200,0,,0
h2,90609,acyc_0500-15.txt,500,7414,200,0,,0
h2,90610,acyc_0500-15.txt,500,7414,300,0,,0
h2,90611,acyc_0500-15.txt,500,7414,300,0,,0
h2,90612,acyc_0500-15.txt,500,7414,300,0,,0
h2,90613,acyc_0500-15.txt,500,7414,600,0,,0
h2,90614,acyc_0500-15.txt,500,7414,300,0,,0
h2,90615,acyc_0500-15.txt,500,7414,400,0,,0
h2,90616,acyc_0500-15.txt,500,7414,200,0,,0
h2,90617,acyc_0500-15.txt,500,7414,400,0,,0
h2,90618,acyc_0500-15.txt,500,7414,200,0,,0
h2,90619,acyc_0500-15.txt,500,7414,200,0,,0
h2,90620,acyc_0500-15.txt,500,7414,200,0,,0
h2,90621,acyc_0500-15.txt,500,7414,200,0,,0
h2,90622,acyc_0500-15.txt,500,7414,400,0,,0
h2,90623,acyc_0500-15.txt,500,7414,200,0,,0
h2,90624,acyc_0500-15.txt,500,7414,200,0,,0
h2,90625,acyc_0500-15.txt,500,7414,200,0,,0
h2,90626,acyc_0500-15.txt,500,7414,3900,0,,0
h2,90627,acyc_0500-15.txt,500,7414,400,0,,0
h2,90628,acyc_0500-15.txt,500,7414,300,0,,0
h2,90629,acyc_0500-15.txt,500,7414,200,0,,0
h2,90630,acyc_0500-15.txt,500,7414,100,0,,0
h2,90631,acyc_0500-15.txt,500,7414,700,0,,0
h2,90632,acyc_0500-15.txt,500,7414,200,0,,0
h2,90633,acyc_0500-15.txt,500,7414,300,0,,0
h2,90634,acyc_0500-15.txt,500,7414,200,0,,0
h2,90635,acyc_0500-15.txt,500,7414,200,0,,0
h2,90636,acyc_0500-15.txt,500,7414,300,0,,0
h2,90637,acyc_0500-15.txt,500,7414,300,0,,0
h2,90638,acyc_0500-15.txt,500,7414,500,0,,0
h2,90639,acyc_0500-15.txt,500,7414,500,0,,0
h2,90640,acyc_0500-15.txt,500,7414,300,0,,0
h2,90641,acyc_0500-15.txt,500,7414,200,0,,0
h2,90642,acyc_0500-15.txt,500,7414,200,0,,0
h2,90643,acyc_0500-15.txt,500,7414,300,0,,0
h2,90644,acyc_0500-15.txt,500,7414,600,0,,0
h2,90645,acyc_0500-15.txt,500,7414,400,0,,0
h2,90646,acyc_0500-15.txt,500,7414,200,0,,0
h2,90647,acyc_0500-15.txt,500,7414,200,0,,0
h2,90648,acyc_0500-15.txt,500,7414,200,0,,0
h2,90649,acyc_0500-15.txt,500,7414,200,0,,0
h2,90650,acyc_0500-15.txt,500,7414,200,0,,0
h2,90651,acyc_0500-15.txt,500,7414,100,0,,0
h2,90652,acyc_0500-15.txt,500,7414,200,0,,0
h2,90653,acyc_0500-15.txt,500,7414,300,0,,0
h2,90654,acyc_0500-15.txt,500,7414,200,0,,0
h2,90655,acyc_0500-15.txt,500,7414,300,0,,0
h2,90656,acyc_0500-15.txt,500,7414,300,0,,0
h2,90657,acyc_0500-15.txt,500,7414,300,0,,0
h2,90658,acyc_0500-15.txt,500,7414,100,0,,0
h2,90659,acyc_0500-15.txt,500,7414,300,0,,0
h2,90660,acyc_0500-15.txt,500,7414,200,0,,0
h2,90661,acyc_0500-15.txt,500,7414,200,0,,0
h2,90662,acyc_0700-03.txt,700,2219,700,0,,0
h2,90663,acyc_0700-03.txt,700,2219,400,0,,0
h2,90664,acyc_0700-03.txt,700,2219,400,0,,0
h2,90665,acyc_0700-03.txt,700,2219,200,0,,0
h2,90666,acyc_0700-03.txt,700,2219,100,0,,0
h2,90667,acyc_0700-03.txt,700,2219,300,0,,0
h2,90668,acyc_0700-03.txt,700,2219,300,0,,0
h2,90669,acyc_0700-03.txt,700,2219,100,0,,0
h2,90670,acyc_0700-03.txt,700,2219,100,0,,0
h2,90671,acyc_0700-03.txt,700,2219,300,0,,0
h2,90672,acyc_0700-03.txt,700,2219,200,0,,0
h2,90673,acyc_0700-03.txt,700,2219,200,0,,0
h2,90674,acyc_0700-03.txt,700,2219,200,0,,0
h2,90675,acyc_0700-03.txt,700,2219,300,0,,0
h2,90676,acyc_0700-03.txt,700,2219,100,0,,0
h2,90677,acyc_0700-03.txt,700,2219,200,0,,0
h2,90678,acyc_0700-03.txt,700,2219,200,0,,0
h2,90679,acyc_0700-03.txt,700,2219,300,0,,0
h2,90680,acyc_0700-03.txt,700,2219,200,0,,0
h2,90681,acyc_0700-03.txt,700,2219,100,0,,0
h2,90682,acyc_0700-03.txt,700,2219,100,0,,0
h2,90683,acyc_0700-03.txt,700,2219,200,0,,0
h2,90684,acyc_0700-03.txt,700,2219,300,0,,0
h2,90685,acyc_0700-03.txt,700,2219,200,0,,0
h2,90686,acyc_0700-03.txt,700,2219,200,0,,0
h2,90687,acyc_0700-03.txt,700,2219,200,0,,0
h2,90688,acyc_0700-03.txt,700,2219,200,0,,0
h2,90689,acyc_0700-03.txt,700,2219,200,0,,0
h2,90690,acyc_0700-03.txt,700,2219,200,0,,0
h2,90691,acyc_0700-03.txt,700,2219,200,0,,0
h2,90692,acyc_0700-03.txt,700,2219,200,0,,0
h2,90693,acyc_0700-03.txt,700,2219,200,0,,0
h2,90694,acyc_0700-03.txt,700,2219,300,0,,0
h2,90695,acyc_0700-03.txt,700,2219,100,0,,0
h2,90696,acyc_0700-03.txt,700,2219,400,0,,0
h2,90697,acyc_0700-03.txt,700,2219,200,0,,0
h2,90698,acyc_0700-03.txt,700,2219,200,0,,0
h2,90699,acyc_0700-03.txt,700,2219,100,0,,0
h2,90700,acyc_0700-03.txt,700,2219,100,0,,0
h2,90701,acyc_0700-03.txt,700,2219,300,0,,0
h2,90702,acyc_0700-03.txt,700,2219,100,0,,0
h2,90703,acyc_0700-03.txt,700,2219,100,0,,0
h2,90704,acyc_0700-03.txt,700,2219,100,0,,0
h2,90705,acyc_0700-03.txt,700,2219,200,0,,0
h2,90706,acyc_0700-03.txt,700,2219,200,0,,0
h2,90707,acyc_0700-03.txt,700,2219,200,0,,0
h2,90708,acyc_0700-03.txt,700,2219,200,0,,0
h2,90709,acyc_0700-03.txt,700,2219,100,0,,0
h2,90710,acyc_0700-03.txt,700,2219,100,0,,0
h2,90711,acyc_0700-03.txt,700,2219,300,0,,0
h2,90712,acyc_0700-03.txt,700,2219,200,0,,0
h2,90713,acyc_0700-03.txt,700,2219,100,0,,0
h2,90714,acyc_0700-03.txt,700,2219,200,0,,0
h2,90715,acyc_0700-03.txt,700,2219,100,0,,0
h2,90716,acyc_0700-03.txt,700,2219,200,0,,0
h2,90717,acyc_0700-03.txt,700,2219,200,0,,0
h2,90718,acyc_0700-03.txt,700,2219,200,0,,0
h2,90719,acyc_0700-03.txt,700,2219,600,0,,0
h2,90720,acyc_0700-03.txt,700,2219,100,0,,0
h2,90721,acyc_0700-03.txt,700,2219,200,0,,0
h2,90722,acyc_0700-03.txt,700,2219,200,0,,0
h2,90723,acyc_0700-03.txt,700,2219,200,0,,0
h2,90724,acyc_0700-03.txt,700,2219,100,0,,0
h2,90725,acyc_0700-03.txt,700,2219,200,0,,0
h2,90726,acyc_0700-03.txt,700,2219,200,0,,0
h2,90727,acyc_0700-03.txt,700,2219,200,0,,0
h2,90728,acyc_0700-03.txt,700,2219,100,0,,0
h2,90729,acyc_0700-03.txt,700,2219,100,0,,0
h2,90730,acyc_0700-03.txt,700,2219,200,0,,0
h2,90731,acyc_0700-03.txt,700,2219,100,0,,0
h2,90732,acyc_0700-03.txt,700,2219,300,0,,0
h2,90733,acyc_0700-03.txt,700,2219,100,0,,0
h2,90734,acyc_0700-03.txt,700,2219,100,0,,0
h2,90735,acyc_0700-03.txt,700,2219,100,0,,0
h2,90736,acyc_0700-03.txt,700,2219,100,0,,0
h2,90737,acyc_0700-03.txt,700,2219,200,0,,0
h2,90738,acyc_0700-03.txt,700,2219,500,0,,0
h2,90739,acyc_0700-03.txt,700,2219,200,0,,0
h2,90740,acyc_0700-03.txt,700,2219,200,0,,0
h2,90741,acyc_0700-03.txt,700,2219,200,0,,0
h2,90742,acyc_0700-03.txt,700,2219,300,0,,0
h2,90743,acyc_0700-03.txt,700,2219,200,0,,0
h2,90744,acyc_0700-03.txt,700,2219,300,0,,0
h2,90745,acyc_0700-03.txt,700,2219,200,0,,0
h2,90746,acyc_0700-03.txt,700,2219,200,0,,0
h2,90747,acyc_0700-03.txt,700,2219,200,0,,0
h2,90748,acyc_0700-03.txt,700,2219,100,0,,0
h2,90749,acyc_0700-03.txt,700,2219,200,0,,0
h2,90750,acyc_0700-03.txt,700,2219,200,0,,0
h2,90751,acyc_0700-03.txt,700,2219,100,0,,0
h2,90752,acyc_0700-03.txt,700,2219,300,0,,0
h2,90753,acyc_0700-03.txt,700,2219,100,0,,0
h2,90754,acyc_0700-03.txt,700,2219,100,0,,0
h2,90755,acyc_0700-03.txt,700,2219,200,0,,0
h2,90756,acyc_0700-03.txt,700,2219,100,0,,0
h2,90757,acyc_0700-03.txt,700,2219,100,0,,0
h2,90758,acyc_0700-03.txt,700,2219,200,0,,0
h2,90759,acyc_0700-03.txt,700,2219,200,0,,0
h2,90760,acyc_0700-03.txt,700,2219,200,0,,0
h2,90761,acyc_0700-03.txt,700,2219,100,0,,0
h2,90762,acyc_0700-03.txt,700,2219,200,0,,0
h2,90763,acyc_0700-03.txt,700,2219,100,0,,0
h2,90764,acyc_0700-03.txt,700,2219,200,0,,0
h2,90765,acyc_0700-03.txt,700,2219,200,0,,0
h2,90766,acyc_0700-03.txt,700,2219,300,0,,0
h2,90767,acyc_0700-03.txt,700,2219,200,0,,0
h2,90768,acyc_0700-03.txt,700,2219,200,0,,0
h2,90769,acyc_0700-03.txt,700,2219,100,0,,0
h2,90770,acyc_0700-03.txt,700,2219,300,0,,0
h2,90771,acyc_0700-03.txt,700,2219,200,0,,0
h2,90772,acyc_0700-03.txt,700,2219,200,0,,0
h2,90773,acyc_0700-03.txt,700,2219,200,0,,0
h2,90774,acyc_0700-03.txt,700,2219,200,0,,0
h2,90775,acyc_0700-03.txt,700,2219,100,0,,0
h2,90776,acyc_0700-03.txt,700,2219,100,0,,0
h2,90777,acyc_0700-03.txt,700,2219,100,0,,0
h2,90778,acyc_0700-03.txt,700,2219,200,0,,0
h2,90779,acyc_0700-03.txt,700,2219,200,0,,0
h2,90780,acyc_0700-03.txt,700,2219,100,0,,0
h2,90781,acyc_0700-03.txt,700,2219,100,0,,0
h2,90782,acyc_0700-03.txt,700,2219,200,0,,0
h2,90783,acyc_0700-03.txt,700,2219,300,0,,0
h2,90784,acyc_0700-03.txt,700,2219,100,0,,0
h2,90785,acyc_0700-03.txt,700,2219,1100,0,,0
h2,90786,acyc_0700-03.txt,700,2219,200,0,,0
h2,90787,acyc_0700-03.txt,700,2219,200,0,,0
h2,90788,acyc_0700-03.txt,700,2219,300,0,,0
h2,90789,acyc_0700-03.txt,700,2219,200,0,,0
h2,90790,acyc_0700-03.txt,700,2219,100,0,,0
h2,90791,acyc_0700-03.txt,700,2219,100,0,,0
h2,90792,acyc_0700-03.txt,700,2219,400,0,,0
h2,90793,acyc_0700-03.txt,700,2219,200,0,,0
h2,90794,acyc_0700-03.txt,700,2219,100,0,,0
h2,90795,acyc_0700-03.txt,700,2219,100,0,,0
h2,90796,acyc_0700-03.txt,700,2219,200,0,,0
h2,90797,acyc_0700-03.txt,700,2219,200,0,,0
h2,90798,acyc_0700-03.txt,700,2219,200,0,,0
h2,90799,acyc_0700-03.txt,700,2219,100,0,,0
h2,90800,acyc_0700-03.txt,700,2219,200,0,,0
h2,90801,acyc_0700-03.txt,700,2219,200,0,,0
h2,90802,acyc_0700-03.txt,700,2219,200,0,,0
h2,90803,acyc_0700-03.txt,700,2219,200,0,,0
h2,90804,acyc_0700-03.txt,700,2219,300,0,,0
h2,90805,acyc_0700-03.txt,700,2219,200,0,,0
h2,90806,acyc_0700-03.txt,700,2219,100,0,,0
h2,90807,acyc_0700-03.txt,700,2219,100,0,,0
h2,90808,acyc_0700-03.txt,700,2219,200,0,,0
h2,90809,acyc_0700-03.txt,700,2219,200,0,,0
h2,90810,acyc_0700-03.txt,700,2219,200,0,,0
h2,90811,acyc_0700-03.txt,700,2219,100,0,,0
h2,90812,acyc_0700-03.txt,700,2219,200,0,,0
h2,90813,acyc_0700-03.txt,700,2219,200,0,,0
h2,90814,acyc_0700-03.txt,700,2219,100,0,,0
h2,90815,acyc_0700-03.txt,700,2219,200,0,,0
h2,90816,acyc_0700-03.txt,700,2219,200,0,,0
h2,90817,acyc_0700-03.txt,700,2219,200,0,,0
h2,90818,acyc_0700-03.txt,700,2219,300,0,,0
h2,90819,acyc_0700-03.txt,700,2219,200,0,,0
h2,90820,acyc_0700-03.txt,700,2219,300,0,,0
h2,90821,acyc_0700-03.txt,700,2219,100,0,,0
h2,90822,acyc_0700-03.txt,700,2219,100,0,,0
h2,90823,acyc_0700-03.txt,700,2219,100,0,,0
h2,90824,acyc_0700-03.txt,700,2219,400,0,,0
h2,90825,acyc_0700-03.txt,700,2219,100,0,,0
h2,90826,acyc_0700-03.txt,700,2219,300,0,,0
h2,90827,acyc_0700-03.txt,700,2219,200,0,,0
h2,90828,acyc_0700-03.txt,700,2219,200,0,,0
h2,90829,acyc_0700-03.txt,700,2219,200,0,,0
h2,90830,acyc_0700-03.txt,700,2219,300,0,,0
h2,90831,acyc_0700-03.txt,700,2219,200,0,,0
h2,90832,acyc_0700-03.txt,700,2219,100,0,,0
h2,90833,acyc_0700-03.txt,700,2219,200,0,,0
h2,90834,acyc_0700-03.txt,700,2219,300,0,,0
h2,90835,acyc_0700-03.txt,700,2219,100,0,,0
h2,90836,acyc_0700-03.txt,700,2219,100,0,,0
h2,90837,acyc_0700-03.txt,700,2219,100,0,,0
h2,90838,acyc_0700-03.txt,700,2219,100,0,,0
h2,90839,acyc_0700-03.txt,700,2219,100,0,,0
h2,90840,acyc_0700-03.txt,700,2219,200,0,,0
h2,90841,acyc_0700-03.txt,700,2219,100,0,,0
h2,90842,acyc_0700-03.txt,700,2219,100,0,,0
h2,90843,acyc_0700-03.txt,700,2219,100,0,,0
h2,90844,acyc_0700-03.txt,700,2219,200,0,,0
h2,90845,acyc_0700-03.txt,700,2219,100,0,,0
h2,90846,acyc_0700-03.txt,700,2219,300,0,,0
h2,90847,acyc_0700-03.txt,700,2219,200,0,,0
h2,90848,acyc_0700-03.txt,700,2219,100,0,,0
h2,90849,acyc_0700-03.txt,700,2219,100,0,,0
h2,90850,acyc_0700-03.txt,700,2219,100,0,,0
h2,90851,acyc_0700-03.txt,700,2219,100,0,,0
h2,90852,acyc_0700-03.txt,700,2219,400,0,,0
h2,90853,acyc_0700-03.txt,700,2219,200,0,,0
h2,90854,acyc_0700-03.txt,700,2219,300,0,,0
h2,90855,acyc_0700-03.txt,700,2219,200,0,,0
h2,90856,acyc_0700-03.txt,700,2219,200,0,,0
h2,90857,acyc_0700-03.txt,700,2219,200,0,,0
h2,90858,acyc_0700-03.txt,700,2219,200,0,,0
h2,90859,acyc_0700-03.txt,700,2219,200,0,,0
h2,90860,acyc_0700-03.txt,700,2219,200,0,,0
h2,90861,acyc_0700-03.txt,700,2219,200,0,,0
h2,90862,acyc_0700-03.txt,700,2219,100,0,,0
h2,90863,acyc_0700-03.txt,700,2219,200,0,,0
h2,90864,acyc_0700-03.txt,700,2219,200,0,,0
h2,90865,acyc_0700-03.txt,700,2219,200,0,,0
h2,90866,acyc_0700-03.txt,700,2219,300,0,,0
h2,90867,acyc_0700-03.txt,700,2219,200,0,,0
h2,90868,acyc_0700-03.txt,700,2219,100,0,,0
h2,90869,acyc_0700-03.txt,700,2219,200,0,,0
h2,90870,acyc_0700-03.txt,700,2219,200,0,,0
h2,90871,acyc_0700-03.txt,700,2219,100,0,,0
h2,90872,acyc_0700-03.txt,700,2219,200,0,,0
h2,90873,acyc_0700-03.txt,700,2219,200,0,,0
h2,90874,acyc_0700-03.txt,700,2219,200,0,,0
h2,90875,acyc_0700-03.txt,700,2219,200,0,,0
h2,90876,acyc_0700-03.txt,700,2219,200,0,,0
h2,90877,acyc_0700-03.txt,700,2219,300,0,,0
h2,90878,acyc_0700-03.txt,700,2219,100,0,,0
h2,90879,acyc_0700-03.txt,700,2219,800,0,,0
h2,90880,acyc_0700-03.txt,700,2219,400,0,,0
h2,90881,acyc_0700-03.txt,700,2219,500,0,,0
h2,90882,acyc_0700-03.txt,700,2219,400,0,,0
h2,90883,acyc_0700-03.txt,700,2219,300,0,,0
h2,90884,acyc_0700-03.txt,700,2219,300,0,,0
h2,90885,acyc_0700-03.txt,700,2219,400,0,,0
h2,90886,acyc_0700-03.txt,700,2219,600,0,,0
h2,90887,acyc_0700-03.txt,700,2219,300,0,,0
h2,90888,acyc_0700-03.txt,700,2219,200,0,,0
h2,90889,acyc_0700-03.txt,700,2219,400,0,,0
h2,90890,acyc_0700-03.txt,700,2219,300,0,,0
h2,90891,acyc_0700-03.txt,700,2219,300,0,,0
h2,90892,acyc_0700-03.txt,700,2219,300,0,,0
h2,90893,acyc_0700-03.txt,700,2219,200,0,,0
h2,90894,acyc_0700-03.txt,700,2219,100,0,,0
h2,90895,acyc_0700-03.txt,700,2219,200,0,,0
h2,90896,acyc_0700-03.txt,700,2219,200,0,,0
h2,90897,acyc_0700-03.txt,700,2219,200,0,,0
h2,90898,acyc_0700-03.txt,700,2219,300,0,,0
h2,90899,acyc_0700-03.txt,700,2219,100,0,,0
h2,90900,acyc_0700-03.txt,700,2219,300,0,,0
h2,90901,acyc_0700-03.txt,700,2219,200,0,,0
h2,90902,acyc_0700-03.txt,700,2219,300,0,,0
h2,90903,acyc_0700-03.txt,700,2219,300,0,,0
h2,90904,acyc_0700-03.txt,700,2219,200,0,,0
h2,90905,acyc_0700-03.txt,700,2219,200,0,,0
h2,90906,acyc_0700-03.txt,700,2219,300,0,,0
h2,90907,acyc_0700-03.txt,700,2219,300,0,,0
h2,90908,acyc_0700-03.txt,700,2219,100,0,,0
h2,90909,acyc_0700-03.txt,700,2219,100,0,,0
h2,90910,acyc_0700-03.txt,700,2219,200,0,,0
h2,90911,acyc_0700-03.txt,700,2219,300,0,,0
h2,90912,acyc_0700-03.txt,700,2219,300,0,,0
h2,90913,acyc_0700-03.txt,700,2219,100,0,,0
h2,90914,acyc_0700-03.txt,700,2219,200,0,,0
h2,90915,acyc_0700-03.txt,700,2219,300,0,,0
h2,90916,acyc_0700-03.txt,700,2219,300,0,,0
h2,90917,acyc_0700-03.txt,700,2219,200,0,,0
h2,90918,acyc_0700-03.txt,700,2219,300,0,,0
h2,90919,acyc_0700-03.txt,700,2219,400,0,,0
h2,90920,acyc_0700-03.txt,700,2219,300,0,,0
h2,90921,acyc_0700-03.txt,700,2219,200,0,,0
h2,90922,acyc_0700-03.txt,700,2219,300,0,,0
h2,90923,acyc_0700-03.txt,700,2219,300,0,,0
h2,90924,acyc_0700-03.txt,700,2219,300,0,,0
h2,90925,acyc_0700-03.txt,700,2219,300,0,,0
h2,90926,acyc_0700-03.txt,700,2219,200,0,,0
h2,90927,acyc_0700-03.txt,700,2219,200,0,,0
h2,90928,acyc_0700-03.txt,700,2219,300,0,,0
