#heuristic2.csv
#
#
#
group,number,graphname,n_vertices,n_edges,duration,studentDfvsLen,studentDfvs,goodDfvsLen
h2,71618,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71619,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71620,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71621,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71622,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71623,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71624,cyc_2000-15.txt,2000,30069,1900,0,,0
h2,71625,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71626,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71627,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71628,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71629,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71630,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71631,cyc_2000-15.txt,2000,30069,1300,0,,0
h2,71632,cyc_2000-15.txt,2000,30069,1600,0,,0
h2,71633,cyc_2000-15.txt,2000,30069,1600,0,,0
h2,71634,cyc_2000-15.txt,2000,30069,2500,0,,0
h2,71635,cyc_2000-15.txt,2000,30069,1100,0,,0
h2,71636,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71637,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71638,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71639,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71640,cyc_2000-15.txt,2000,30069,1400,0,,0
h2,71641,cyc_2000-15.txt,2000,30069,1400,0,,0
h2,71642,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71643,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71644,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71645,cyc_2000-15.txt,2000,30069,1100,0,,0
h2,71646,cyc_2000-15.txt,2000,30069,1800,0,,0
h2,71647,cyc_2000-15.txt,2000,30069,1400,0,,0
h2,71648,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71649,cyc_2000-15.txt,2000,30069,1100,0,,0
h2,71650,cyc_2000-15.txt,2000,30069,2400,0,,0
h2,71651,cyc_2000-15.txt,2000,30069,2100,0,,0
h2,71652,cyc_2000-15.txt,2000,30069,2000,0,,0
h2,71653,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71654,cyc_2000-15.txt,2000,30069,1400,0,,0
h2,71655,cyc_2000-15.txt,2000,30069,1400,0,,0
h2,71656,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71657,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71658,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71659,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71660,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71661,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71662,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71663,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71664,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71665,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71666,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71667,cyc_2000-15.txt,2000,30069,1900,0,,0
h2,71668,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71669,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71670,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71671,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71672,cyc_2000-15.txt,2000,30069,300,0,,0
h2,71673,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71674,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71675,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71676,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71677,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71678,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71679,cyc_2000-15.txt,2000,30069,300,0,,0
h2,71680,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71681,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71682,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71683,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71684,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71685,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71686,cyc_2000-15.txt,2000,30069,1400,0,,0
h2,71687,cyc_2000-15.txt,2000,30069,1100,0,,0
h2,71688,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71689,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71690,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71691,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71692,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71693,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71694,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71695,cyc_2000-15.txt,2000,30069,1100,0,,0
h2,71696,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71697,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71698,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71699,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71700,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71701,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71702,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71703,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71704,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71705,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71706,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71707,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71708,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71709,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71710,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71711,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71712,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71713,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71714,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71715,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71716,cyc_2000-15.txt,2000,30069,1900,0,,0
h2,71717,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71718,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71719,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71720,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71721,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71722,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71723,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71724,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71725,cyc_2000-15.txt,2000,30069,1100,0,,0
h2,71726,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71727,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71728,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71729,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71730,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71731,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71732,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71733,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71734,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71735,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71736,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71737,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71738,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71739,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71740,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71741,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71742,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71743,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71744,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71745,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71746,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71747,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71748,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71749,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71750,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71751,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71752,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71753,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71754,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71755,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71756,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71757,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71758,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71759,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71760,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71761,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71762,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71763,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71764,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71765,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71766,cyc_2000-15.txt,2000,30069,1100,0,,0
h2,71767,cyc_2000-15.txt,2000,30069,1300,0,,0
h2,71768,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71769,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71770,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71771,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71772,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71773,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71774,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71775,cyc_2000-15.txt,2000,30069,1500,0,,0
h2,71776,cyc_2000-15.txt,2000,30069,1300,0,,0
h2,71777,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71778,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71779,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71780,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71781,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71782,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71783,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71784,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71785,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71786,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71787,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71788,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71789,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71790,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71791,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71792,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71793,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71794,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71795,cyc_2000-15.txt,2000,30069,300,0,,0
h2,71796,cyc_2000-15.txt,2000,30069,300,0,,0
h2,71797,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71798,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71799,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71800,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71801,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71802,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71803,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71804,cyc_2000-15.txt,2000,30069,200,0,,0
h2,71805,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71806,cyc_2000-15.txt,2000,30069,1200,0,,0
h2,71807,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71808,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71809,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71810,cyc_2000-15.txt,2000,30069,900,0,,0
h2,71811,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71812,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71813,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71814,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71815,cyc_2000-15.txt,2000,30069,800,0,,0
h2,71816,cyc_2000-15.txt,2000,30069,400,0,,0
h2,71817,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71818,cyc_2000-15.txt,2000,30069,700,0,,0
h2,71819,cyc_2000-15.txt,2000,30069,600,0,,0
h2,71820,cyc_2000-15.txt,2000,30069,1000,0,,0
h2,71821,cyc_2000-15.txt,2000,30069,500,0,,0
h2,71822,cyc_3000-03.txt,3000,9058,1100,0,,0
h2,71823,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71824,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71825,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71826,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71827,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71828,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71829,cyc_3000-03.txt,3000,9058,700,0,,0
h2,71830,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71831,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71832,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71833,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71834,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71835,cyc_3000-03.txt,3000,9058,800,0,,0
h2,71836,cyc_3000-03.txt,3000,9058,700,0,,0
h2,71837,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71838,cyc_3000-03.txt,3000,9058,800,0,,0
h2,71839,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71840,cyc_3000-03.txt,3000,9058,16600,0,,0
h2,71841,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71842,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71843,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71844,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71845,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71846,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71847,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71848,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71849,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71850,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71851,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71852,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71853,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71854,cyc_3000-03.txt,3000,9058,600,0,,0
h2,71855,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71856,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71857,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71858,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71859,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71860,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71861,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71862,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71863,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71864,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71865,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71866,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71867,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71868,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71869,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71870,cyc_3000-03.txt,3000,9058,600,0,,0
h2,71871,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71872,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71873,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71874,cyc_3000-03.txt,3000,9058,800,0,,0
h2,71875,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71876,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71877,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71878,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71879,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71880,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71881,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71882,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71883,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71884,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71885,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71886,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71887,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71888,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71889,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71890,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71891,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71892,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71893,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71894,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71895,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71896,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71897,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71898,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71899,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71900,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71901,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71902,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71903,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71904,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71905,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71906,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71907,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71908,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71909,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71910,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71911,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71912,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71913,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71914,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71915,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71916,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71917,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71918,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71919,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71920,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71921,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71922,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71923,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71924,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71925,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71926,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71927,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71928,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71929,cyc_3000-03.txt,3000,9058,800,0,,0
h2,71930,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71931,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71932,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71933,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71934,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71935,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71936,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71937,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71938,cyc_3000-03.txt,3000,9058,600,0,,0
h2,71939,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71940,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71941,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71942,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71943,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71944,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71945,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71946,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71947,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71948,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71949,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71950,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71951,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71952,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71953,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71954,cyc_3000-03.txt,3000,9058,600,0,,0
h2,71955,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71956,cyc_3000-03.txt,3000,9058,700,0,,0
h2,71957,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71958,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71959,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71960,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71961,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71962,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71963,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71964,cyc_3000-03.txt,3000,9058,600,0,,0
h2,71965,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71966,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71967,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71968,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71969,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71970,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71971,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71972,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71973,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71974,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71975,cyc_3000-03.txt,3000,9058,600,0,,0
h2,71976,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71977,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71978,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71979,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71980,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71981,cyc_3000-03.txt,3000,9058,600,0,,0
h2,71982,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71983,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71984,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71985,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71986,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71987,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71988,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71989,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71990,cyc_3000-03.txt,3000,9058,400,0,,0
h2,71991,cyc_3000-03.txt,3000,9058,900,0,,0
h2,71992,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71993,cyc_3000-03.txt,3000,9058,200,0,,0
h2,71994,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71995,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71996,cyc_3000-03.txt,3000,9058,500,0,,0
h2,71997,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71998,cyc_3000-03.txt,3000,9058,300,0,,0
h2,71999,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72000,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72001,cyc_3000-03.txt,3000,9058,500,0,,0
h2,72002,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72003,cyc_3000-03.txt,3000,9058,200,0,,0
h2,72004,cyc_3000-03.txt,3000,9058,600,0,,0
h2,72005,cyc_3000-03.txt,3000,9058,200,0,,0
h2,72006,cyc_3000-03.txt,3000,9058,100,0,,0
h2,72007,cyc_3000-03.txt,3000,9058,700,0,,0
h2,72008,cyc_3000-03.txt,3000,9058,600,0,,0
h2,72009,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72010,cyc_3000-03.txt,3000,9058,700,0,,0
h2,72011,cyc_3000-03.txt,3000,9058,600,0,,0
h2,72012,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72013,cyc_3000-03.txt,3000,9058,500,0,,0
h2,72014,cyc_3000-03.txt,3000,9058,500,0,,0
h2,72015,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72016,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72017,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72018,cyc_3000-03.txt,3000,9058,800,0,,0
h2,72019,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72020,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72021,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72022,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72023,cyc_3000-03.txt,3000,9058,600,0,,0
h2,72024,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72025,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72026,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72027,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72028,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72029,cyc_3000-03.txt,3000,9058,500,0,,0
h2,72030,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72031,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72032,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72033,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72034,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72035,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72036,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72037,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72038,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72039,cyc_3000-03.txt,3000,9058,500,0,,0
h2,72040,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72041,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72042,cyc_3000-03.txt,3000,9058,200,0,,0
h2,72043,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72044,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72045,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72046,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72047,cyc_3000-03.txt,3000,9058,200,0,,0
h2,72048,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72049,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72050,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72051,cyc_3000-03.txt,3000,9058,700,0,,0
h2,72052,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72053,cyc_3000-03.txt,3000,9058,600,0,,0
h2,72054,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72055,cyc_3000-03.txt,3000,9058,600,0,,0
h2,72056,cyc_3000-03.txt,3000,9058,500,0,,0
h2,72057,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72058,cyc_3000-03.txt,3000,9058,500,0,,0
h2,72059,cyc_3000-03.txt,3000,9058,200,0,,0
h2,72060,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72061,cyc_3000-03.txt,3000,9058,300,0,,0
h2,72062,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72063,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72064,cyc_3000-03.txt,3000,9058,400,0,,0
h2,72065,cyc_3000-03.txt,3000,9058,400,0,,0
